quarter,down,yardsToGo,possessionTeam,defensiveTeam,absoluteYardlineNumber,offenseFormation,playAction,dropbackType,qbSneak,yardsGained,pff_passCoverage,pff_coverage,leftReceivers,rightReceivers,secondsRemainingInQuarter,offense_mean_yards,defense_mean_allowed,log_matchup_ratio
1,2,6,MIA,MIN,49,Singleback,False,Other,False,-1,Quarters,Zone,2,2,705,4.52808988764045,5.565789473684211,-0.1291349270846754
4,1,10,DEN,IND,25,Singleback,False,Other,False,17,Cover-3,Zone,2,2,407,5.135135135135135,3.8857142857142857,0.16674343549416623
4,2,5,TB,NO,38,Shotgun,False,Other,False,0,Quarters,Zone,3,1,512,4.920454545454546,5.728395061728395,-0.09713289156826099
1,1,10,NYG,GB,76,Singleback,True,Other,False,-9,Cover-3,Zone,2,2,85,4.986111111111111,6.016949152542373,-0.12140209502436522
2,2,5,LAC,HOU,100,Shotgun,False,Other,False,10,Cover-1,Man,2,2,782,6.323529411764706,5.962962962962963,0.039440380479308826
1,1,10,NYJ,BAL,69,Singleback,False,Other,False,-9,Cover-2,Zone,2,2,321,5.373333333333333,6.375,-0.11299449340442248
4,2,6,TEN,IND,43,Singleback,False,Other,False,3,Cover-1,Man,2,2,302,5.098360655737705,4.070422535211268,0.13574137445924367
2,1,10,CAR,ARI,52,Empty,False,Traditional,,6,Cover 6-Left,Blitz,3,2,537,4.549295774647887,6.858823529411764,-0.26691249790088306
3,1,10,CAR,SF,82,Singleback,True,Traditional,,0,Cover-3 Seam,Zone,2,2,815,4.569444444444445,4.387096774193548,0.02438487005592257
3,2,4,MIN,DET,69,Singleback,False,Other,False,11,Cover-3,Zone,3,1,438,4.628571428571429,6.08641975308642,-0.17488032508202267
4,1,10,NO,ARI,45,Shotgun,False,Traditional,,5,Cover-6 Right,Zone,2,2,745,5.433333333333334,6.848837209302325,-0.1551612572486966
4,2,10,MIN,PHI,87,Shotgun,False,Traditional,,15,Cover-1,Man,2,2,636,4.71830985915493,2.915492957746479,0.26602049669947464
1,3,6,WAS,DET,90,Shotgun,False,Traditional,,0,Cover-1,Man,3,1,15,4.043956043956044,6.146341463414634,-0.26118394359760866
4,3,10,JAX,PHI,57,Empty,False,Traditional,,45,Quarters,Zone,3,2,487,4.765625,3.0833333333333335,0.24415408015473528
1,2,5,CIN,MIA,19,Shotgun,False,Other,False,4,Cover-1,Man,2,2,672,5.978947368421053,6.363636363636363,-0.04195105038910288
1,2,2,IND,JAX,52,Shotgun,True,Traditional,,3,Cover-3,Zone,2,2,842,3.1770833333333335,4.067415730337078,-0.1346486386498921
4,3,13,SF,LA,52,Shotgun,False,Traditional,,29,Cover-3,Zone,3,1,687,6.278688524590164,5.028169014084507,0.1447636966674951
2,1,10,DET,DAL,85,Singleback,False,Other,False,2,Cover-3,Zone,2,1,744,5.422535211267606,5.190476190476191,0.027938831091435242
4,3,12,DAL,LA,82,Shotgun,False,Traditional,,11,Cover-3,Zone,2,2,382,4.294871794871795,5.361111111111111,-0.13641968389349116
2,1,10,CHI,MIN,60,Empty,False,Traditional,,39,Cover-3 Seam,Zone,3,2,114,4.54320987654321,5.48051948051948,-0.11712387361909124
4,2,21,CHI,MIN,85,Shotgun,False,Traditional,,21,Cover-2,Zone,2,2,95,4.963414634146342,5.910256410256411,-0.11234511017491507
1,1,10,PHI,PIT,58,Singleback,False,Other,False,1,Cover-3,Zone,2,2,719,7.203703703703703,5.676923076923077,0.16208374649703117
4,2,9,KC,LAC,93,Shotgun,False,Traditional,,0,Cover-0,Blitz,2,2,216,6.3625,7.796610169491525,-0.14251983444828226
4,1,10,CHI,GB,45,I-Form,True,Traditional,,-10,Cover-3,Zone,2,1,811,5.156626506024097,5.766666666666667,-0.07212596833740902
1,1,10,ARI,LA,72,Pistol,False,Traditional,,4,Cover-3,Zone,3,1,199,4.644444444444445,5.438356164383562,-0.09880833016713592
4,2,3,ATL,NO,78,Pistol,False,Other,False,8,Cover-3,Zone,3,1,171,4.863636363636363,5.658536585365853,-0.0962965582823058
2,2,2,LAC,JAX,77,Singleback,False,Other,False,6,Cover-1,Man,3,1,796,6.3768115942028984,4.055555555555555,0.28442439116878254
1,1,10,NE,MIA,67,Singleback,False,Other,False,8,Cover-3,Zone,3,1,740,5.942528735632184,6.34,-0.04348783719932211
3,2,9,NO,SEA,77,Singleback,True,Traditional,,5,Quarters,Zone,2,2,502,5.428571428571429,4.865168539325842,0.06918331254156657
1,1,10,NYG,JAX,85,Singleback,True,Rollout,False,7,Cover-3,Zone,2,2,418,4.794520547945205,4.076923076923077,0.09658174737225714
2,3,7,BAL,TB,89,Shotgun,False,Traditional,,9,Cover-3,Zone,3,1,649,5.976190476190476,4.9397590361445785,0.12269261337359758
4,3,3,LA,SF,82,Shotgun,False,Traditional,,0,Cover-1,Man,3,1,600,5.424242424242424,4.317460317460317,0.1408501997102498
3,3,16,TEN,WAS,75,Shotgun,False,Traditional,,0,Quarters,Zone,3,1,486,5.064516129032258,3.569620253164557,0.20501762624664904
1,2,5,NO,LV,89,Singleback,False,Other,False,-1,Quarters,Zone,3,1,461,5.423913043478261,5.440677966101695,-0.0019881803430631703
1,4,1,PHI,JAX,40,Other,False,QB_Sneak,True,3,Cover-1,Man,3,1,771,7.090909090909091,4.108695652173913,0.35031607095845746
4,2,4,JAX,LAC,48,Shotgun,False,Other,False,1,Cover-1,Man,3,1,810,5.303030303030303,7.666666666666667,-0.2505030158341261
2,1,10,WAS,CHI,79,Singleback,False,Other,False,3,Cover-3,Zone,2,2,326,4.0,5.2926829268292686,-0.16946335731278256
1,1,10,NYG,JAX,85,Shotgun,True,Traditional,,12,Quarters,Zone,2,2,900,4.824324324324325,4.096774193548387,0.09759701629656162
2,1,10,IND,KC,109,Shotgun,False,Traditional,,30,Cover-3,Zone,3,1,286,3.1752577319587627,3.8767123287671232,-0.10759002589481319
3,3,9,NO,CIN,29,Shotgun,False,Traditional,,0,Quarters,Zone,3,1,441,5.354838709677419,3.4086021505376345,0.26519961060401986
4,2,10,CAR,ARI,88,Shotgun,False,Traditional,,0,Cover-3 Seam,Zone,2,2,604,4.506849315068493,6.827586206896552,-0.2693774415679811
2,1,10,CIN,BAL,26,Shotgun,False,Traditional,,0,Cover-1,Man,2,2,114,5.958333333333333,6.185185185185185,-0.02500767686705863
3,2,5,ATL,SF,60,Pistol,False,Other,False,4,Quarters,Zone,1,1,757,4.898876404494382,4.25,0.08571903055044765
4,3,6,PIT,BUF,28,Shotgun,False,Scramble,,-8,Cover-2,Zone,2,2,115,4.261363636363637,4.266666666666667,-0.0007300410266031508
2,1,10,LA,SF,89,Shotgun,False,Traditional,,0,Cover-3,Zone,2,2,161,5.343283582089552,4.246153846153846,0.14098599334864373
2,2,11,MIN,PHI,71,Shotgun,False,Other,False,5,Cover-6 Right,Zone,2,2,711,4.861111111111111,3.6575342465753424,0.16617873044047624
4,2,8,JAX,DEN,52,Shotgun,True,Traditional,,0,Cover-3 Seam,Zone,2,2,536,5.2388059701492535,5.702702702702703,-0.054778193074099084
4,3,15,CLE,NE,40,Shotgun,False,Traditional,,13,Cover-1,Man,2,2,465,5.5,4.620689655172414,0.10919926481567742
3,1,10,ATL,LAC,30,I-Form,False,Other,False,4,Cover 6-Left,Blitz,2,1,94,4.888888888888889,7.557377049180328,-0.2913694981458276
4,3,7,DAL,CIN,64,Empty,False,Traditional,,-5,Cover-1,Man,3,2,806,4.3125,3.372340425531915,0.1376183563603873
2,1,10,WAS,DET,50,Singleback,True,Traditional,,2,Cover-2,Zone,2,2,312,3.989247311827957,6.072289156626506,-0.26085168456456637
2,2,8,WAS,DET,52,Shotgun,False,Traditional,,0,Cover-3,Zone,3,1,274,3.9680851063829787,6.023809523809524,-0.2585260680468097
4,3,10,LV,TEN,78,Shotgun,False,Traditional,,0,Bracket,Blitz,3,1,139,6.294871794871795,4.84,0.17022395387314887
3,2,1,LAC,LV,61,Singleback,False,Other,False,6,Quarters,Zone,2,2,660,6.371428571428571,5.229508196721311,0.12993926176306464
3,1,10,IND,KC,73,Shotgun,True,Traditional,,2,Quarters,Zone,2,2,421,3.4489795918367347,4.22972972972973,-0.11427970472449281
3,1,10,GB,CHI,43,Singleback,False,Other,False,8,Cover-3,Zone,2,2,221,5.925531914893617,5.265060240963855,0.07687888636169316
2,1,10,CHI,NE,55,Shotgun,True,Traditional,,16,Cover-2,Zone,2,2,230,4.976190476190476,4.715909090909091,0.033176592002766424
2,3,2,NO,ARI,43,Shotgun,False,Traditional,,64,Cover-1,Man,3,1,712,5.297872340425532,6.75,-0.16126811169869446
4,2,7,TB,PIT,30,Shotgun,False,Traditional,,6,Cover-3,Zone,3,1,900,4.865168539325842,5.606060606060606,-0.09002268949211814
1,2,1,CIN,CLE,33,Shotgun,False,Other,False,2,Cover-1,Man,2,2,838,5.896907216494846,5.337209302325581,0.06497515314273132
2,3,6,ARI,CAR,47,Shotgun,False,Traditional,,5,Cover-1,Man,3,1,573,4.637362637362638,5.180851063829787,-0.06874383079054068
3,1,10,JAX,IND,70,Singleback,False,Other,False,2,Cover-3,Zone,2,2,791,5.161764705882353,4.055555555555555,0.1456450415883893
3,3,4,NYJ,MIA,97,Shotgun,False,Traditional,,11,Cover-1,Man,3,1,185,5.184210526315789,6.356435643564357,-0.1338576275832656
1,2,4,NYG,CHI,68,Singleback,False,Other,False,9,Cover-2,Zone,3,1,396,4.92,5.2976190476190474,-0.046577394598624644
4,1,10,TB,DAL,83,Shotgun,False,Traditional,,7,Cover-1,Man,2,2,631,4.877777777777778,5.140625,-0.032821093994514196
3,2,10,SF,CAR,65,Singleback,False,Other,False,2,Cover-3 Seam,Zone,2,2,87,6.645161290322581,5.178947368421053,0.16489287296605692
4,1,7,CLE,NYJ,17,Shotgun,False,Other,False,7,Red Zone,Zone,2,2,569,5.586206896551724,4.7894736842105265,0.09738374805553471
3,1,10,WAS,CHI,35,Shotgun,True,Traditional,,10,Cover-1,Man,2,2,436,3.9263157894736844,5.341176470588235,-0.18587618133757805
2,3,9,BAL,NO,65,Shotgun,False,Scramble,,0,Quarters,Zone,2,2,726,6.011764705882353,5.686746987951807,0.03673237545825692
1,1,10,NE,IND,35,Singleback,False,Other,False,-2,Cover-3,Zone,3,1,900,5.965909090909091,4.027397260273973,0.24361304081208862
2,1,7,MIA,CIN,17,Singleback,False,Traditional,,7,Red Zone,Zone,3,1,15,4.466666666666667,3.2842105263157895,0.1724083980000244
1,3,1,JAX,IND,11,Singleback,False,QB_Sneak,True,1,Red Zone,Zone,2,2,231,5.115942028985507,3.945945945945946,0.15567206537177936
1,3,3,CLE,CAR,57,Shotgun,False,Other,False,4,Cover-1,Man,3,1,677,5.6022727272727275,5.145833333333333,0.05451987685417154
4,2,10,CAR,ATL,35,Shotgun,False,Traditional,,13,Cover-3,Zone,3,1,29,4.445945945945946,7.865979381443299,-0.3779669501073793
4,3,6,MIN,ARI,50,Empty,False,Traditional,,-8,2-Man,Man,3,2,321,4.863013698630137,7.393258426966292,-0.2789873506861555
1,3,5,SEA,ARI,40,Other,False,Run,False,17,Cover-3,Zone,3,1,571,6.3561643835616435,7.222222222222222,-0.08852856317978851
4,2,12,LAC,HOU,50,Empty,False,Traditional,,0,Cover-2,Zone,3,2,797,6.366197183098592,6.012195121951219,0.038528481542910935
2,1,10,CHI,NE,35,Shotgun,False,Run,False,5,Cover-3,Zone,2,1,364,5.105882352941176,4.842696629213483,0.03300727321318263
4,2,3,WAS,DAL,73,Shotgun,False,Traditional,,0,Cover-2,Zone,2,2,18,3.9895833333333335,5.1692307692307695,-0.15595376452346996
3,1,10,CIN,NYJ,69,Singleback,False,Other,False,-1,Cover-1,Man,2,2,616,5.857142857142857,4.8125,0.12549919073371701
2,2,10,BUF,MIA,55,Shotgun,False,Traditional,,0,Cover-2,Zone,2,1,249,6.693548387096774,6.401960784313726,0.03054228149216042
2,2,9,GB,CHI,58,Pistol,False,Traditional,,15,Cover-3,Zone,2,1,120,5.947368421052632,5.395348837209302,0.06368160054677115
4,3,5,ATL,SF,50,Empty,False,Traditional,,0,Cover-3,Zone,3,2,654,4.8791208791208796,4.181818181818182,0.0926637297685387
4,1,10,GB,CHI,43,Singleback,False,Other,False,18,Cover-1,Man,3,1,302,6.041666666666667,5.505747126436781,0.06110144171190697
3,3,6,HOU,DEN,23,Shotgun,False,Traditional,,0,Cover-1,Man,2,2,108,3.7941176470588234,5.626666666666667,-0.238800932525938
4,2,10,JAX,HOU,86,Shotgun,False,Traditional,,0,Cover-2,Zone,3,1,18,5.057142857142857,5.9397590361445785,-0.10394960141481456
2,2,10,IND,JAX,68,Shotgun,True,Traditional,,20,Cover-3,Zone,2,2,639,3.4343434343434343,4.180851063829787,-0.10976807085145548
3,1,10,CHI,NE,49,Singleback,True,Rollout,,0,Cover-6 Right,Zone,2,2,306,5.104651162790698,4.844444444444444,0.0326325391584136
4,1,10,TEN,KC,80,Shotgun,False,Scramble,,0,Cover-2,Zone,3,1,35,4.890625,4.2,0.0915942955812536
3,1,10,LA,TB,63,Singleback,False,Other,False,3,Cover-3,Zone,3,1,236,5.264705882352941,4.91764705882353,0.04290006095576088
2,1,6,NYJ,BUF,104,Shotgun,False,Other,False,6,Cover-0,Blitz,3,1,35,5.259740259740259,4.105263157894737,0.15055730287134272
1,1,5,MIA,DET,15,Shotgun,False,Traditional,,5,Red Zone,Zone,3,1,55,4.4945054945054945,5.952941176470588,-0.17781190657287388
3,3,6,BAL,CIN,16,Shotgun,False,Traditional,,20,Cover-6 Right,Zone,3,1,118,5.941860465116279,3.3229166666666665,0.34656298101787925
2,1,10,LV,LAC,55,I-Form,False,Other,False,3,Cover-1,Man,2,1,501,6.215189873417722,7.5,-0.13052203487704217
2,2,10,IND,TEN,94,Shotgun,False,Traditional,,20,Cover-1,Man,2,2,109,3.6,4.776315789473684,-0.16401298224829838
5,3,5,IND,HOU,91,Singleback,True,Rollout,,-5,Cover-1,Man,2,2,127,3.762376237623762,6.0,-0.28585016107490363
1,3,10,CIN,CLE,53,Shotgun,False,Traditional,,11,Cover-2,Zone,3,1,294,5.787878787878788,5.2988505747126435,0.05725632786477724
3,2,3,LV,DEN,13,I-Form,False,Traditional,,0,Red Zone,Zone,2,0,158,6.175,5.552631578947368,0.07024335547478326
1,3,2,PIT,CIN,43,Shotgun,False,Traditional,,1,Cover-1,Man,3,1,861,4.123595505617978,3.4948453608247423,0.09240371664348844
2,1,10,CAR,TB,35,I-Form,False,Other,False,-3,Cover-3,Zone,2,1,786,4.56,4.895348837209302,-0.04340262987718174
4,3,4,NO,CIN,86,Shotgun,False,Traditional,,10,Cover-3,Zone,3,1,782,5.91578947368421,3.4693877551020407,0.3207422424577507
1,2,2,CAR,NYG,73,Singleback,False,Other,False,2,Cover-6 Right,Zone,2,2,99,4.4605263157894735,5.049180327868853,-0.07594428057469699
1,1,10,PIT,TB,44,Shotgun,False,Traditional,,8,Cover-3,Zone,2,2,842,4.088888888888889,4.804597701149425,-0.0961843700171378
3,2,6,LAC,SEA,39,Shotgun,False,Other,False,-5,Cover-2,Zone,2,2,33,6.277777777777778,4.866666666666666,0.1649875924887189
1,2,11,MIN,WAS,31,Empty,False,Scramble,,6,Cover-2,Zone,3,2,862,4.6891891891891895,3.525,0.16417434130545555
2,3,7,NYJ,BUF,65,Shotgun,False,Traditional,,0,Cover-1,Man,2,2,653,5.269230769230769,4.12987012987013,0.14824843180079086
2,3,8,GB,NE,32,Shotgun,False,Traditional,,0,Cover-1,Man,2,2,544,6.164948453608248,4.791208791208791,0.16239019851839867
3,1,10,CAR,CIN,47,Shotgun,False,Traditional,,0,Cover-3 Seam,Zone,3,1,887,4.428571428571429,3.5353535353535355,0.12810708836276244
1,3,3,DEN,NYJ,53,Empty,False,Scramble,,0,Quarters,Zone,3,2,709,5.447368421052632,4.752577319587629,0.08582959673857944
1,2,2,CLE,NE,77,Singleback,False,Other,False,7,Cover-3,Zone,2,2,408,5.584269662921348,4.739130434782608,0.1036420596287782
1,3,20,BUF,PIT,41,Shotgun,False,Traditional,,0,Cover-2,Zone,3,1,727,6.587301587301587,5.611940298507463,0.10728980079972336
1,3,4,GB,MIN,58,Empty,False,Traditional,,6,Cover-2,Zone,4,1,243,6.1020408163265305,6.10126582278481,8.514863670154559e-05
4,2,4,SEA,NO,79,Shotgun,False,Other,False,2,Quarters,Zone,2,2,297,6.5,5.619047619047619,0.09731718354621433
1,1,10,KC,TB,77,Shotgun,False,Traditional,,4,Cover-2,Zone,2,2,570,6.283950617283951,4.840909090909091,0.16893234651737982
3,2,5,TEN,NYG,87,Singleback,True,Rollout,,0,Cover-1,Man,2,2,359,4.815384615384615,5.0,-0.02334735809148087
3,1,10,CLE,PIT,37,Singleback,False,Other,False,3,Cover-3,Zone,2,2,257,5.6,5.529411764705882,0.008241802970485053
3,1,10,TB,NO,36,Singleback,False,Other,False,3,Quarters,Zone,2,2,897,4.9010989010989015,5.576470588235294,-0.08202060438096248
2,1,10,LV,TEN,98,I-Form,False,Other,False,11,Red Zone,Zone,2,1,659,6.098765432098766,4.974025974025974,0.13194920021915507
3,2,1,ARI,NO,39,Shotgun,True,Traditional,,17,Cover-1,Man,3,1,141,4.641304347826087,5.546511627906977,-0.11195486047589708
4,1,7,LV,HOU,17,I-Form,False,Other,False,7,Red Zone,Zone,2,1,817,6.158536585365853,5.872093023255814,0.031775662418483
3,1,10,JAX,LAC,69,Shotgun,True,Traditional,,0,Cover-3,Zone,2,1,676,4.985915492957746,7.428571428571429,-0.26686980674655886
4,1,10,JAX,LV,28,Singleback,False,Other,False,16,Cover-3,Zone,2,2,379,4.916666666666667,5.241935483870968,-0.04026495337594406
4,4,15,ARI,SEA,31,Empty,False,Traditional,,0,Cover 6-Left,Blitz,3,2,65,4.774193548387097,4.758241758241758,0.0020539975001594773
4,1,10,TB,GB,88,Shotgun,False,Traditional,,4,Quarters,Zone,3,1,86,4.880434782608695,5.508196721311475,-0.07664692246128131
2,1,10,PIT,CLE,58,Shotgun,False,Other,False,4,Quarters,Zone,3,1,431,4.131868131868132,5.363636363636363,-0.15932005276244224
4,1,10,PHI,DET,29,Shotgun,False,Other,False,3,Cover-1,Man,3,1,229,7.017857142857143,5.941860465116279,0.11362551751180953
2,1,10,WAS,MIN,72,Shotgun,False,Traditional,,0,Cover-1,Man,2,2,71,3.948453608247423,6.1,-0.26975521306028905
3,1,10,ATL,SEA,93,I-Form,False,Other,False,3,Cover-3,Zone,2,1,125,4.826086956521739,4.706521739130435,0.015395681513078843
1,2,3,SF,KC,78,Shotgun,False,Traditional,,18,Cover-6 Right,Zone,2,1,867,6.571428571428571,4.144736842105263,0.29240641971695425
2,1,10,MIA,CIN,64,Empty,False,Traditional,,19,Cover-6 Right,Zone,3,2,120,4.5,3.5,0.14310080261504407
3,2,4,NO,BAL,36,Shotgun,False,Traditional,,10,Cover 6-Left,Blitz,3,1,241,5.958333333333333,6.109756097560975,-0.016761736377879977
4,3,6,NYJ,BAL,93,Shotgun,False,Traditional,,3,Cover-2,Zone,2,2,359,5.2025316455696204,6.156626506024097,-0.1100349561924237
3,3,7,BUF,MIA,15,Shotgun,False,Traditional,,7,Cover-2,Zone,2,1,738,6.484375,6.339805825242719,0.015360241999689108
1,1,10,ARI,NO,47,Shotgun,False,Other,False,45,Cover-1,Man,3,1,89,4.723404255319149,5.67816091954023,-0.11655436955006368
1,2,12,DEN,LAC,24,Shotgun,False,Other,False,8,Cover-3,Zone,3,1,299,5.376623376623376,7.3125,-0.20791181189842473
3,1,15,DAL,TB,64,Singleback,False,Other,False,9,Quarters,Zone,3,1,19,4.197530864197531,4.831460674157303,-0.084410986857467
1,2,6,NE,CHI,52,Pistol,False,Traditional,,12,Cover-2,Zone,2,2,15,5.876404494382022,5.6477272727272725,0.026100026387266457
4,1,10,SEA,ARI,75,Pistol,False,Other,False,-3,Cover-3,Zone,3,1,606,6.44,7.329670329670329,-0.09006437034240834
1,2,1,CAR,ATL,82,Singleback,False,Other,False,4,Cover-1,Man,2,2,532,4.371794871794871,7.918367346938775,-0.39278514655086344
2,1,10,SEA,ARI,78,Shotgun,False,Traditional,,22,2-Man,Man,2,2,55,6.315789473684211,7.217391304347826,-0.09238052586303981
4,1,10,WAS,PHI,71,Shotgun,False,Traditional,,9,Cover-1,Man,3,1,838,3.9081632653061225,3.675675675675676,0.03423336017536699
4,1,10,MIN,DET,64,Singleback,True,Traditional,,10,Cover-1,Man,2,2,609,4.706666666666667,5.908045977011494,-0.14486912056326268
4,2,10,CHI,GB,29,Shotgun,False,Scramble,,0,Cover 6-Left,Blitz,3,1,138,5.045977011494253,5.483870967741935,-0.052994598473816726
3,3,10,CHI,SF,59,Shotgun,False,Scramble,,51,Cover-3,Zone,3,1,345,4.988636363636363,4.119402985074627,0.11519617526827813
2,2,8,GB,NYG,48,Empty,False,Traditional,,12,Quarters,Zone,3,2,821,6.101010101010101,4.920634920634921,0.13891400536458653
2,1,10,ARI,PHI,42,Shotgun,False,Other,False,8,Quarters,Zone,3,1,386,5.147368421052631,3.7466666666666666,0.1886463752733931
1,1,10,DEN,IND,23,Singleback,False,Other,False,3,Cover-3,Zone,3,1,252,5.410256410256411,3.9066666666666667,0.19696478176092652
2,3,9,TB,NO,96,Shotgun,False,Traditional,,0,2-Man,Man,3,1,120,4.870967741935484,6.125,-0.1478368437402294
4,1,10,PIT,NYJ,62,Shotgun,False,Traditional,,0,Prevent,Blitz,3,1,8,4.130434782608695,4.704081632653061,-0.07737803779825383
4,2,6,NE,GB,81,Singleback,True,Traditional,,-9,Cover-3,Zone,2,2,323,5.944444444444445,5.396825396825397,0.06317888703876426
2,1,10,MIA,CIN,45,Shotgun,True,Scramble,,0,Quarters,Zone,3,1,81,4.655913978494624,3.6534653465346536,0.1403405552175578
2,1,10,BAL,NYJ,85,Shotgun,False,Other,False,3,Quarters,Zone,2,2,24,6.103448275862069,4.656565656565657,0.1730896961353197
3,3,6,TB,BAL,39,Shotgun,False,Scramble,,0,Cover 6-Left,Blitz,2,2,859,4.819148936170213,6.119047619047619,-0.15378961749328926
1,1,10,PIT,CLE,72,Singleback,False,Other,False,4,Cover-3,Zone,3,1,477,4.086021505376344,5.348314606741573,-0.1639355909598655
4,1,10,NO,CAR,85,Shotgun,False,Traditional,,0,Cover-3,Zone,2,2,499,6.0,5.134020618556701,0.10116921133509384
2,1,10,PHI,WAS,71,Empty,False,Scramble,,16,Quarters,Zone,3,2,43,6.810344827586207,3.5,0.41163514285247127
1,2,9,DET,WAS,87,Shotgun,False,Traditional,,0,Quarters,Zone,3,1,536,5.375,3.6506024096385543,0.23054357731198186
4,2,12,DEN,IND,71,Shotgun,False,Other,False,4,Cover-3,Zone,2,2,200,5.379746835443038,3.8947368421052633,0.19505930802964802
3,2,7,NYJ,PIT,39,Singleback,False,Other,False,1,Cover-3,Zone,3,1,577,5.175,5.492753623188406,-0.03813255904300101
2,2,3,SEA,ARI,29,Singleback,False,Other,False,4,Quarters,Zone,2,2,510,6.51948051948052,7.376344086021505,-0.08618831080338177
2,1,1,KC,IND,109,Other,False,Other,False,0,Goal Line,Blitz,1,0,120,6.2560975609756095,3.896103896103896,0.29432585679808915
2,3,16,DEN,SF,44,Empty,False,Traditional,,-7,Cover-3,Zone,3,2,197,5.3625,4.8088235294117645,0.0685030924309212
1,2,4,BUF,LA,79,Empty,False,Scramble,False,7,Cover 6-Left,Blitz,3,2,869,6.492307692307692,5.418918918918919,0.12000030156320099
3,1,10,DET,GB,40,I-Form,True,Rollout,,0,Cover-3,Zone,2,1,288,5.301369863013699,5.171875,0.01572216039789163
4,2,2,SEA,ARI,69,Shotgun,False,Other,False,1,Cover-3,Zone,2,2,763,6.487179487179487,7.340425531914893,-0.08611964528664207
1,3,1,PHI,DAL,92,Other,False,QB_Sneak,True,2,Goal Line,Blitz,1,1,136,6.966101694915254,5.090909090909091,0.20844836054840937
2,1,10,DEN,HOU,82,Singleback,False,Other,False,4,Cover-3,Zone,3,1,398,5.209876543209877,5.885057471264368,-0.07903302543742927
1,1,10,IND,DEN,85,Shotgun,True,Traditional,,21,Cover-1,Man,2,2,568,3.676470588235294,5.48051948051948,-0.2391821508326609
3,4,2,IND,TEN,44,Shotgun,False,Traditional,,14,Cover-1,Man,3,1,445,3.8446601941747574,5.051282051282051,-0.16236248140504767
1,1,10,DET,DAL,62,Shotgun,False,Traditional,,11,Cover-3 Seam,Zone,2,2,425,5.22972972972973,5.044776119402985,0.02273021740050983
2,1,10,IND,HOU,35,Singleback,True,Rollout,,28,Cover-3 Seam,Zone,2,2,470,3.9423076923076925,5.863636363636363,-0.24432280300637638
2,2,10,GB,CHI,49,Singleback,True,Rollout,,0,Cover-1,Man,2,2,766,6.16,5.719101123595506,0.04933001719413066
3,3,1,SEA,ATL,76,Singleback,False,QB_Sneak,True,2,Cover-3,Zone,2,2,557,6.417721518987341,7.878787878787879,-0.1442216161341538
1,1,10,CAR,NO,57,Singleback,True,Traditional,,9,Cover-2,Zone,2,2,196,4.367088607594937,6.056179775280899,-0.20642472687609387
4,1,10,NYG,BAL,97,Empty,False,Traditional,,0,Cover-0,Blitz,3,2,170,4.973684210526316,6.047058823529412,-0.12629303747358855
1,1,10,NYG,JAX,52,Shotgun,True,Traditional,,1,Cover-1,Man,2,2,787,4.909090909090909,4.347368421052631,0.07367061536164621
3,1,10,LA,CAR,48,Shotgun,True,Rollout,,-1,Cover-3,Zone,2,2,488,5.231884057971015,5.081632653061225,0.018420996463038207
1,1,10,CHI,WAS,61,Singleback,True,Traditional,,-9,Cover-1,Man,2,2,760,5.50561797752809,3.607142857142857,0.25257550123820893
