down,yardsToGo,absoluteYardlineNumber,quarter,offenseFormation,playAction,dropbackType,qbSneak,rushLocationType,pff_runConceptPrimary,pff_runPassOption,pff_passCoverage,pff_manZone,yardsGained,secondsRemainingInQuarter,leftReceivers,rightReceivers
1,10,67,1,SHOTGUN,1,TRADITIONAL,0,NONE,PULL LEAD,1,Cover-6 Right,Zone,2,283,3,1
1,10,30,3,I_FORM,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,5,438,2,1
3,12,88,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Red Zone,Other,0,67,3,1
2,10,25,3,SHOTGUN,1,TRADITIONAL,0,NONE,POWER,0,Cover-3,Zone,17,893,3,1
2,10,44,3,SHOTGUN,0,,0,INSIDE_LEFT,OUTSIDE ZONE,1,Cover-1,Man,27,754,2,1
1,10,2,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,5,112,3,1
1,10,75,1,SINGLEBACK,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Cover-1,Man,3,185,2,2
3,5,54,3,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,18,857,3,2
2,15,86,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,11,131,4,1
2,7,17,4,I_FORM,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-1,Man,10,548,2,1
3,9,26,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Bracket,Other,0,324,3,1
1,10,40,2,SINGLEBACK,1,TRADITIONAL,0,NONE,MAN,0,Cover-3,Zone,0,117,2,2
3,11,85,4,SHOTGUN,0,,0,OUTSIDE_RIGHT,POWER,1,Cover-1,Man,-1,80,2,2
2,16,77,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,-5,240,2,2
2,19,63,4,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,0,125,2,2
2,2,41,3,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-1,Man,-6,143,2,2
1,10,47,4,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-2,Zone,4,488,3,1
2,9,53,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,45,3,1
1,10,25,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Prevent,Other,27,16,3,1
2,10,77,3,SINGLEBACK,1,TRADITIONAL,0,NONE,MAN,0,Cover-3,Zone,15,377,2,2
1,10,64,3,PISTOL,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Quarters,Zone,14,118,2,1
1,10,50,4,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Quarters,Zone,3,688,3,1
1,10,27,2,PISTOL,0,,0,INSIDE_LEFT,MAN,1,Cover-3,Zone,1,362,2,2
1,10,33,1,I_FORM,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Quarters,Zone,4,686,2,1
1,10,14,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,8,271,3,1
1,10,75,3,SINGLEBACK,0,,0,OUTSIDE_RIGHT,POWER,0,Cover-3,Zone,-2,682,3,1
1,2,98,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Red Zone,Other,-7,145,2,2
1,10,91,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,12,105,2,2
1,10,73,1,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Quarters,Zone,0,651,2,2
2,5,49,4,PISTOL,0,,0,INSIDE_RIGHT,COUNTER,0,Cover-0,Man,4,120,2,1
1,10,72,2,I_FORM,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-1,Man,2,887,2,1
2,8,67,3,SINGLEBACK,0,UNKNOWN,0,INSIDE_LEFT,POWER,0,Cover-2,Zone,6,331,2,2
1,10,34,2,SHOTGUN,1,SCRAMBLE,0,NONE,NONE,0,Cover-3,Zone,0,564,3,1
1,10,49,3,PISTOL,1,,0,OUTSIDE_RIGHT,INSIDE ZONE,1,Cover-3,Zone,5,892,2,1
1,5,95,1,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,1,Cover-3,Zone,0,548,2,2
3,1,66,4,SINGLEBACK,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Cover-2,Zone,2,161,2,2
2,12,43,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,9,397,3,1
3,4,56,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,7,420,3,1
1,10,75,3,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover 6-Left,Zone,2,815,2,2
1,15,13,1,PISTOL,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,10,351,3,1
1,9,91,1,I_FORM,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Red Zone,Other,3,197,2,1
2,3,97,2,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Cover-0,Man,0,405,3,1
1,10,35,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,4,900,3,1
1,10,88,2,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,1,Cover-3,Zone,8,803,3,1
2,6,26,3,JUMBO,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-2,Zone,2,338,2,2
3,10,80,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,753,2,1
1,15,94,3,SHOTGUN,0,SCRAMBLE,0,INSIDE_LEFT,NONE,0,Cover-3,Zone,8,311,2,2
2,6,24,4,SHOTGUN,0,SCRAMBLE,0,INSIDE_LEFT,NONE,0,Cover-1,Man,4,828,2,2
1,10,42,2,SINGLEBACK,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-2,Zone,7,403,3,1
3,15,70,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,5,376,3,2
1,10,25,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,0,803,2,2
1,10,80,1,PISTOL,0,,0,INSIDE_RIGHT,INSIDE ZONE,1,Cover-3,Zone,2,639,2,1
2,12,71,3,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Cover-6 Right,Zone,2,207,3,1
3,1,40,1,SINGLEBACK,1,SCRAMBLE_ROLLOUT_RIGHT,0,NONE,INSIDE ZONE,0,Cover-3,Zone,0,826,2,2
2,10,25,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,6,816,3,1
1,4,96,4,SINGLEBACK,0,,0,OUTSIDE_LEFT,TRICK,0,Red Zone,Other,3,233,3,1
1,10,25,1,SINGLEBACK,0,,0,OUTSIDE_RIGHT,POWER,0,Cover-3,Zone,-2,241,2,2
2,10,59,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,6,314,2,2
3,5,48,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,626,3,1
4,1,74,3,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-1,Man,4,444,3,1
1,10,82,4,I_FORM,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,5,77,2,1
2,10,43,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,6,306,3,1
2,6,32,1,SHOTGUN,1,TRADITIONAL,0,NONE,COUNTER,1,Quarters,Zone,4,801,3,1
1,10,12,3,I_FORM,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,17,470,2,1
2,7,54,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,811,2,2
1,10,48,1,PISTOL,1,TRADITIONAL,0,NONE,COUNTER,1,Cover-3,Zone,11,529,2,1
3,17,44,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Prevent,Other,-7,10,2,2
1,9,91,4,SINGLEBACK,0,TRADITIONAL,0,NONE,MAN,1,Cover-3,Zone,7,509,2,1
1,10,67,1,SHOTGUN,0,,0,OUTSIDE_LEFT,MAN,0,Cover-2,Zone,2,859,2,2
1,10,35,3,I_FORM,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,6,770,2,1
1,10,25,2,SINGLEBACK,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Quarters,Zone,3,445,3,1
1,10,16,3,SINGLEBACK,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,6,7,3,1
3,4,59,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,632,3,1
1,10,78,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,16,410,3,2
2,9,53,1,I_FORM,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,5,12,2,1
2,10,90,4,SINGLEBACK,0,,0,INSIDE_RIGHT,COUNTER,1,Cover-3,Zone,22,264,2,2
1,10,12,1,SHOTGUN,0,,0,OUTSIDE_LEFT,POWER,0,Quarters,Zone,5,365,3,1
2,4,17,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,17,680,2,2
1,10,62,1,PISTOL,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Cover-3,Zone,3,202,2,1
3,2,78,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,16,485,3,1
1,10,30,4,WILDCAT,1,DESIGNED_RUN,0,INSIDE_LEFT,POWER,0,Cover-3,Zone,4,459,3,1
2,9,47,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,6,106,3,1
3,7,87,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,0,16,2,2
1,10,75,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,11,543,3,2
1,10,66,2,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-3,Zone,4,254,3,1
2,7,82,4,SINGLEBACK,1,SCRAMBLE,0,INSIDE_RIGHT,NONE,0,Cover-3 Seam,Zone,3,229,2,2
1,10,41,1,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-1,Man,8,410,3,1
1,9,91,2,SHOTGUN,0,SCRAMBLE,0,OUTSIDE_LEFT,NONE,0,Red Zone,Other,6,350,3,1
2,8,50,1,SINGLEBACK,0,,0,INSIDE_LEFT,MAN,0,Cover-3 Seam,Zone,17,456,2,2
1,10,55,1,SINGLEBACK,1,TRADITIONAL,0,NONE,MAN,0,Cover-3,Zone,0,664,3,1
2,8,73,3,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,1,Cover-2,Zone,3,134,2,2
2,9,91,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,396,3,1
3,3,3,4,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Red Zone,Other,0,612,3,1
1,10,44,3,SHOTGUN,1,DESIGNED_RUN,0,INSIDE_LEFT,POWER,0,Cover-1,Man,38,378,3,1
2,10,74,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,9,185,3,1
3,4,84,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,3,641,3,1
3,14,55,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,2-Man,Man,0,266,3,2
3,15,50,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,-18,656,3,1
2,9,40,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,-9,382,3,2
1,15,84,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,16,443,3,1
3,7,23,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,-15,35,3,1
2,7,72,1,SHOTGUN,0,SCRAMBLE,0,INSIDE_RIGHT,NONE,0,Cover-3,Zone,2,224,3,1
2,29,18,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,3,846,2,2
1,10,72,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,2-Man,Man,28,50,3,1
3,9,23,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,15,469,4,1
1,10,48,3,SINGLEBACK,1,,0,OUTSIDE_RIGHT,TRICK,0,Cover-3,Zone,9,787,3,1
3,1,60,3,SINGLEBACK,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,POWER,0,Cover-1,Man,0,283,3,1
2,30,18,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,3,407,3,1
2,8,10,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Red Zone,Other,1,617,2,2
1,3,97,4,SINGLEBACK,0,,0,INSIDE_LEFT,MAN,0,Goal Line,Other,2,76,2,2
1,10,22,2,SINGLEBACK,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,711,2,2
2,10,46,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,592,2,2
3,9,36,1,EMPTY,0,SCRAMBLE,0,INSIDE_LEFT,NONE,0,Cover-1,Man,29,788,4,1
2,11,61,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,799,2,2
3,2,76,1,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,1,Cover-1,Man,1,853,3,1
1,10,22,3,I_FORM,1,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,-11,41,1,1
2,9,44,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,4,175,3,1
2,6,70,2,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,17,215,2,1
1,10,50,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,8,139,2,2
2,3,68,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,6,856,3,1
2,5,12,2,SHOTGUN,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-1,Man,12,699,2,2
1,10,13,3,PISTOL,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-3,Zone,3,51,3,1
2,8,27,3,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,2,167,2,2
2,9,9,2,SHOTGUN,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,1,Cover-3,Zone,14,222,2,2
1,10,22,1,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-2,Zone,-1,896,2,2
3,7,41,4,SINGLEBACK,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,5,120,2,2
2,8,11,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,13,307,2,2
2,16,86,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,-7,599,3,1
1,10,75,2,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,819,2,2
1,10,68,3,SINGLEBACK,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,0,284,2,2
1,10,49,3,SINGLEBACK,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-1,Man,0,440,3,1
2,6,29,3,SHOTGUN,0,,0,INSIDE_LEFT,OUTSIDE ZONE,1,Quarters,Zone,7,859,2,1
1,10,84,2,SHOTGUN,0,,0,OUTSIDE_LEFT,COUNTER,1,Cover-3,Zone,8,820,2,2
2,10,49,3,SHOTGUN,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-3,Zone,0,379,3,1
2,10,69,4,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,-3,643,3,1
3,1,77,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,19,244,3,1
1,10,48,4,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,900,3,1
2,6,17,4,SINGLEBACK,1,DESIGNED_ROLLOUT_LEFT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,15,500,3,1
2,8,64,3,SINGLEBACK,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-1,Man,0,255,3,1
3,11,17,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,0,654,3,1
1,10,84,3,SHOTGUN,1,DESIGNED_RUN,0,OUTSIDE_RIGHT,POWER,0,Cover-0,Man,11,640,2,2
2,2,2,3,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Goal Line,Other,0,216,3,1
1,10,64,3,EMPTY,0,DESIGNED_RUN,0,OUTSIDE_RIGHT,POWER,0,Quarters,Zone,3,362,3,2
2,9,20,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,20,184,2,2
3,13,75,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,-8,165,3,1
1,10,52,2,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-2,Zone,1,832,2,2
3,8,37,3,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,1,Cover-3,Zone,5,275,3,1
3,5,55,4,I_FORM,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,4,329,2,1
2,10,90,1,EMPTY,0,TRADITIONAL,0,NONE,TRICK,0,Red Zone,Other,6,714,3,2
3,2,29,2,SHOTGUN,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,29,269,2,2
4,7,28,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,0,441,3,1
1,10,44,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,11,858,2,2
1,2,98,4,JUMBO,0,,0,OUTSIDE_RIGHT,PULL LEAD,0,Goal Line,Other,1,251,2,0
1,10,27,2,PISTOL,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,2,578,3,1
3,1,1,3,JUMBO,0,,0,OUTSIDE_LEFT,MAN,0,Goal Line,Other,1,508,1,1
1,10,36,4,SHOTGUN,0,SCRAMBLE,0,OUTSIDE_LEFT,NONE,0,Quarters,Zone,5,71,2,2
1,10,66,4,I_FORM,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,4,673,2,1
1,15,73,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,370,2,2
2,6,51,2,SHOTGUN,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-2,Zone,4,589,2,2
3,3,56,3,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Quarters,Zone,1,508,3,1
2,6,29,3,SHOTGUN,0,,0,INSIDE_LEFT,PULL LEAD,1,Cover-6 Right,Zone,29,546,3,1
2,7,68,1,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-2,Zone,-2,733,2,2
2,8,73,1,SHOTGUN,0,DESIGNED_ROLLOUT_LEFT,0,NONE,NONE,0,Cover-1,Man,4,861,3,1
1,10,21,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,11,45,3,1
1,10,36,2,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,1,Cover-2,Zone,4,329,2,2
3,8,37,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,9,596,3,1
2,14,28,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,24,418,2,2
2,9,35,4,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-1,Man,7,199,3,0
1,10,63,2,SHOTGUN,1,SCRAMBLE_ROLLOUT_RIGHT,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-2,Zone,4,332,2,1
1,10,25,1,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,3,174,3,1
1,10,44,2,JUMBO,0,,0,OUTSIDE_LEFT,TRICK,0,Cover-3,Zone,3,810,2,2
4,3,14,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,6,370,3,1
1,10,35,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,16,481,2,2
4,2,70,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,12,48,3,1
1,10,25,2,PISTOL,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,3,570,2,2
1,10,20,3,SHOTGUN,0,,0,OUTSIDE_RIGHT,MAN,1,Cover-2,Zone,43,120,2,2
1,10,19,3,SHOTGUN,0,,0,INSIDE_RIGHT,MAN,0,Cover-1,Man,0,742,3,1
2,5,52,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,-7,58,2,2
1,6,6,3,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,1,Red Zone,Other,2,295,2,2
1,10,84,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,192,3,1
4,1,91,1,SINGLEBACK,0,QB_SNEAK,1,INSIDE_LEFT,SNEAK,0,Goal Line,Other,1,600,2,2
1,10,23,1,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,2,173,3,1
1,10,15,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,2,575,2,2
3,5,25,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,25,231,3,1
1,10,72,4,SINGLEBACK,0,TRADITIONAL,0,NONE,OUTSIDE ZONE,1,Cover-3,Zone,12,647,3,1
1,10,56,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,9,94,2,2
3,5,36,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,19,93,3,1
1,10,43,1,SINGLEBACK,1,DESIGNED_ROLLOUT_LEFT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,8,545,2,2
1,10,36,3,SHOTGUN,0,,0,INSIDE_RIGHT,DRAW,0,Cover-1,Man,1,335,2,2
2,11,24,3,SHOTGUN,1,,0,INSIDE_LEFT,PULL LEAD,0,Cover-3,Zone,-6,657,3,1
1,10,32,2,SINGLEBACK,1,TRADITIONAL,0,NONE,INSIDE ZONE,0,Quarters,Zone,7,556,2,2
3,2,67,1,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,8,84,3,1
2,7,44,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,16,545,3,1
3,7,49,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,5,682,3,1
1,10,78,1,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,4,261,3,1
4,2,27,3,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Cover-1,Man,0,559,2,2
2,12,54,1,SINGLEBACK,1,,0,OUTSIDE_LEFT,TRICK,0,Cover-3,Zone,8,674,3,1
1,10,93,1,SINGLEBACK,0,,0,OUTSIDE_LEFT,TRICK,0,Quarters,Zone,9,14,2,2
1,10,35,3,SHOTGUN,0,,0,INSIDE_LEFT,MAN,0,Cover-3,Zone,1,680,3,1
3,1,1,4,SINGLEBACK,0,,0,OUTSIDE_LEFT,MAN,0,Goal Line,Other,0,768,3,1
1,10,85,3,SHOTGUN,0,,0,INSIDE_LEFT,POWER,1,Cover-3,Zone,-3,420,3,1
1,10,62,3,SINGLEBACK,0,,0,OUTSIDE_LEFT,MAN,0,Cover-3,Zone,18,436,3,1
3,4,60,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,377,2,2
1,10,52,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,3,493,2,2
1,10,46,4,SHOTGUN,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,1,Cover-0,Man,4,372,3,1
3,28,41,3,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Cover-3,Zone,12,614,2,2
2,20,67,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Cloud Right,Zone,5,24,2,2
3,1,89,3,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Red Zone,Other,0,548,3,1
1,10,38,3,I_FORM,0,,0,OUTSIDE_LEFT,INSIDE ZONE,1,Cover-3,Zone,6,306,2,1
2,2,97,3,SINGLEBACK,0,,0,INSIDE_LEFT,COUNTER,0,Red Zone,Other,0,431,2,1
1,10,56,2,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,3,504,3,1
3,4,95,2,I_FORM,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Red Zone,Other,0,427,2,1
1,10,69,2,I_FORM,0,,0,OUTSIDE_RIGHT,TRICK,0,Quarters,Zone,2,393,2,1
3,1,65,2,SINGLEBACK,0,QB_SNEAK,1,INSIDE_LEFT,SNEAK,0,Cover-1,Man,4,136,3,1
3,6,58,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,0,779,3,2
2,10,20,1,SHOTGUN,1,DESIGNED_ROLLOUT_LEFT,0,NONE,OUTSIDE ZONE,0,Cover-2,Zone,1,802,3,1
2,5,59,1,PISTOL,1,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,166,2,2
3,10,80,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,0,22,3,1
1,10,28,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,700,3,1
2,10,32,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,4,38,3,2
2,5,33,2,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Cover-3 Seam,Zone,4,369,2,2
1,10,58,5,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,1,Quarters,Zone,3,507,2,2
1,10,76,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,-10,27,3,1
1,10,25,1,SINGLEBACK,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Quarters,Zone,18,344,3,1
2,6,77,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,11,239,2,2
1,10,10,4,SHOTGUN,0,,0,INSIDE_LEFT,DRAW,0,Cover-2,Zone,7,243,2,2
1,10,74,2,I_FORM,1,TRADITIONAL,0,NONE,INSIDE ZONE,0,Cover-3,Zone,11,774,1,1
1,10,75,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,148,3,1
2,6,32,3,SINGLEBACK,1,DESIGNED_ROLLOUT_LEFT,0,NONE,OUTSIDE ZONE,0,Cover-6 Right,Zone,1,67,2,2
